,ReviewID,Page Type,Full Text,Rating,Segments
5767,5768,review,Love this Apple Watch! Only down side is the icons & time on the screen is smaller than the series 4. I like a bigger display of what I'm looking at.,4,"['Love this Apple Watch !', 'Only down side is the icons & time', 'on the screen is smaller than the series 4 .', 'I like a bigger display of what I ' m looking at .']"
6081,6082,review,I got this item for my mother's new apple watch and it is a very nice quality band that looks like it would be expensive but is not actually expensive.,4,"[""I got this item for my mother 's new apple watch"", 'and it is a very nice quality band', 'that looks like it would be expensive', 'but is not actually expensive .']"
6426,6427,review,"Easy to use ... I was never a fan of the apple watch, but not absolutely love it ... Special when I'm at my work don't need to carry my phone around...",4,"['Easy to use ...', 'I was never a fan of the apple watch ,', 'but not absolutely love it ... Special', ""when I 'm at my work do n't need to carry my phone around ...""]"
8501,8502,review,"The band wasnt long enough for my wrist and the screen isnt as responsive as it should be. However, this version is a big upgrade from fitbit charge 2.",4,"['The band wasnt long enough for my wrist and the screen isnt as responsive', 'as it should be . However ,', 'this version is a big upgrade from fitbit charge 2 .']"
8601,8602,review,"Love my galaxy, switch from apple watch and its 100 times better. Not stuck in apples outdated ways paying outrageous prices for limited customization.",4,"['Love my galaxy , switch from apple watch and its 100 times better .', 'Not stuck in apples outdated ways', 'paying outrageous prices for limited customization .']"
8725,8726,review,Sorry my last FitBit Versa 2 dies and needed to be replaced. Have an issue that I cannot seem to resolve. Watch face shows degrees C. I want degrees F.,4,"['Sorry my last FitBit Versa 2 dies and needed', 'to be replaced .', 'Have an issue', 'that I can not seem to resolve .', 'Watch face shows degrees C.', 'I want degrees F .']"
9032,9033,review,Love my Apple watch it keeps track of all my physical activity and i especially love that it lets me know when i have a text message or call coming in.,5,"['Love my Apple watch it keeps track of all my physical activity and i especially love', 'that it lets me know', 'when i have a text message or call coming in .']"
9726,9727,review,"Updated my Fitbit (Charge 2) to the Versa, I really love it and have had no problems (been wearing it 2 weeks now) I love the flexibility of the Versa.",5,"['Updated my Fitbit', '( Charge 2 )', 'to the Versa ,', 'I really love it', 'and have had no problems', '( been wearing it 2 weeks now )', 'I love the flexibility of the Versa .']"
10038,10039,review,The The Apple Watch our second one. My wife's screen just opened up. Had to purchase a new one. I hope this one does not open up some battery issues.,5,"['The The Apple Watch our second one . My wife ' s screen just opened up .', 'Had to purchase a new one .', 'I hope', 'this one does not open up some battery issues .']"
10204,10205,review,"Fitbit - Inspire 2 Fitness Tracker - Black was a great birthday gift. \nShipped quickly, easy to use, looks good, comfortable.\nWould you recommend it!",5,"['Fitbit - Inspire 2 Fitness Tracker - Black was a great birthday gift . \\nShipped quickly , easy to use , looks good ,', 'comfortable.\\nWould you recommend it !']"
10270,10271,review,Helps me keep track of my health and I have lost a lot of weight. It's awesome and I highly recommend it. Had an Apple Watch before but perfect this.,5,"['Helps me keep track of my health', 'and I have lost a lot of weight .', 'It ' s awesome', 'and I highly recommend it .', 'Had an Apple Watch', 'before but perfect this .']"
10399,10400,review,"Very good case/band for the Apple Watch. Fits my new 6 series well, and I'm not as worried about dents or screen scratches as I was while it was naked.",5,"['Very good case/band for the Apple Watch . Fits my new 6 series well ,', ""and I 'm not as worried about dents or screen scratches"", 'as I was', 'while it was naked .']"
10637,10638,review,Great deal on the stainless model I purchased. High quality product. 3rd Apple Watch and each upgrade is improvement. Battery life last all day for me.,5,"['Great deal on the stainless model I purchased . High quality product .', '3rd Apple Watch and each upgrade is improvement . Battery life last all day for me .']"
10775,10776,review,My daughter recently got a new Apple Watch and her favorite color is this mint green. It was a good price and a perfect fit for her new series 3 watch.,5,"['My daughter recently got a new Apple Watch', 'and her favorite color is this mint green .', 'It was a good price and a perfect fit for her new series 3 watch .']"
11441,11442,review,I have been using my Apple Watch for past few months and I absolutely love it. The battery life is good 15 hours and then it needs charging for 20 mins,5,"['I have been using my Apple Watch for past few months', 'and I absolutely love it . The battery life is good 15 hours', 'and then it needs charging for 20 mins']"
11646,11647,review,Had to go back to have them set up my apple watch that I paid to have it hooked up to my other phone. Sales person was to busy to give me good service.,5,"['Had to go back', 'to have them set up my apple watch', 'that I paid', 'to have it hooked up to my other phone .', 'Sales person was to busy to give me good service .']"
12044,12045,review,"My daughter loves it. It perfect for her active lifestyle. She love bouldering, rock climbing and hiking. It's a much better color for her apple watch.",5,"['My daughter loves it .', 'It perfect for her active lifestyle .', 'She love bouldering , rock climbing and hiking .', ""It 's a much better color for her apple watch .""]"
12984,12985,review,Love My Apple Watch . Ready to get the latest version when i have The funds to get. Recommend for anyone who likes to keep up with health and fitnesses,5,"['Love My Apple Watch . Ready to get the latest version', 'when i have The funds to get . Recommend for anyone', 'who likes to keep up with health and fitnesses']"
14029,14030,review,Loved this. Was a permanent fixture on my watch until I upgraded it recently. It was easy to use and attached quite readily to my 1st Gen. Apple Watch.,5,"['Loved this . Was a permanent fixture on my watch until I upgraded', 'it recently .', 'It was easy to use', 'and attached quite readily to my 1st Gen. Apple Watch .']"
14171,14172,review,Great watch case and band. Protects my apple watch from water and scratches. Still using it over a year later. Great quality. Like the bulkyness of it.,5,"['Great watch case and band . Protects my apple watch from water and scratches .', 'Still using it over a year later . Great quality . Like the bulkyness of it .']"
14361,14362,review,This is a great acesessory for my Apple Watch.It fits perfectly and will allow me have some sense of peace that my phone surface will not be scratched.,5,"['This is a great acesessory for my Apple Watch.It fits perfectly', 'and will allow me have some sense of peace', 'that my phone surface will not be scratched .']"
14469,14470,review,"I have always loved the apple watch, this one is no different. The quality is unsurpassed and tech is top of the line. This was definitely a great buy!",5,"['I have always loved the apple watch ,', 'this one is no different .', 'The quality is unsurpassed', 'and tech is top of the line .', 'This was definitely a great buy !']"
15008,15009,review,I was looking for a stand to charge my apple watch and liked the idea that I could still see the time on my watch while it is charging on my nightstand,5,"['I was looking for a stand to charge my apple watch and liked the idea', 'that I could still see the time on my watch', 'while it is charging on my nightstand']"
15319,15320,review,Pretty much like everything..simple to use..does exactly what I was hoping..have a lot of complaints on the Fitbit Versa 2 but none on these protectors,5,"['Pretty much like everything .. simple to use .. does exactly what I was hoping', '.. have a lot of complaints on the Fitbit Versa 2 but none on these protectors']"
