,Unnamed: 0,Unnamed: 0.1,ReviewID,Page Type,Full Text,Rating,Segments,Hedonic Motivation,Connectivity Support,Customizability,Perceived Ease of Use,Appeal,Perceived Value,Perceived Usefulness,Device Quality,Credibility Support
1707,1707,18081,18082,review,"i've always wanted an apple watch, i use it more for work since i work in the medical field. super easy and useful! i love it, and no regrets buying it!",5,"[ `` i 've always wanted an apple watch , '' , ' i use it more for work ' , 'since i work in the medical field . super easy and useful ! ' , ' i love it , ' , 'and no regret buying it ! ' ]",0,0,0,1,0,0,1,0,0
1708,1708,18410,18411,review,"i was worried my fitbit versa 2 wasn't compatible with samsung note 8, but once my fitbit was fully charged everything paired just fine and i love it!!!",5,"[ ' i wa worried ' , `` my fitbit  wa n't compatible with samsung note 8 , '' , 'but once my fitbit wa fully charged everything paired just fine ' , 'and i love it ! ! ! ' ]",0,0,0,0,0,0,0,0,0
1709,1709,19974,19975,review,the apple watch has reminders to keep you going. i bought it for heart monitoring and the activities movement recordings. i love it \nit keeps me going.,5,"[ 'the apple watch ha reminder ' , 'to keep you going . ' , ' i bought it for heart monitoring and the activity movement recording . ' , ' i love ' , 'it \\nit keep me going . ' ]",0,0,0,0,0,0,0,0,0
1710,1710,20008,20009,review,my favorite thing about this watch is the battery life! it lasts infinitely longer than my husbands apple watch it's very comfortable and easy to use.,5,"[ 'my favorite thing about this watch is the battery life ! ' , 'it last infinitely longer than my husband apple watch it ' s very comfortable and easy to use . ' ]",0,0,0,1,0,0,0,0,0
1711,1711,20016,20017,review,i have now owned the apple watch and this watch and i can honestly say they are very comparable to each other. i like the looks of this one more though.,5,"[ ' i have now owned the apple watch and this watch ' , 'and i can honestly say ' , 'they are very comparable to each other . ' , ' i like the look of this one more though . ' ]",0,0,0,0,1,0,0,0,0
1713,1713,20511,20512,review,replaced a fitbit versa i got my wife a couple of years back and this is a much better unit. easy to use and a much nicer fit for my wife. she loves it.,5,"[ 'replaced a  i got my wife a couple of year back ' , 'and this is a much better unit . easy to use and a much nicer fit for my wife . ' , 'she love it . ' ]",0,0,0,1,0,0,0,0,0
1715,1715,22193,22194,review,the preferential price of this smart watch for kids is good for me enough comparing to the apple watch or samsung one! this watch gives me what we need.,5,"[ 'the preferential price of this smart watch for kid is good for me enough comparing to the apple watch ' , 'or samsung one ! ' , 'this watch give me what we need . ' ]",0,0,0,0,0,0,0,0,0
1716,1716,22351,22352,review,so far so good with this apple watch product. it tracks everything you do and the new health functions are great. just wish the battery life was longer.,5,"[ 'so far so good with this apple watch product . ' , 'it track everything ' , 'you do ' , 'and the new health function are great . ' , 'just wish ' , 'the battery life wa longer . ' ]",0,0,0,0,0,0,1,0,0
1717,1717,22903,22904,review,wasn't sure i wanted or needed an apple watch but have really enjoyed having it. realize i don't need to carry my phone around all the time anymore.,5,"[ 'wasn ' t sure ' , ' i wanted or needed an apple watch ' , 'but have really enjoyed having it . realize ' , ' i don ' t need to carry my phone around all the time anymore . ' ]",0,0,0,0,0,0,0,0,0
1718,1718,23685,23686,review,"it tracks a lot of features! i used to own a fitbit charge, but it broke and i bought this. it works really well and tracks data better than the fitbit!",5,"[ 'it track a lot of feature ! ' , ' i used ' , 'to own a  , ' , 'but it broke ' , 'and i bought this . ' , 'it work really well and track data better than the fitbit ! ' ]",0,0,0,0,0,0,1,0,0
1719,1719,23703,23704,review,"bought this for my husband who had a fitbit and he is very pleased. not to mention, we all now have the apple watch which makes it easier to share tips.",5,"[ 'bought this for my husband ' , 'who had a fitbit ' , 'and he ' , 'is very pleased . not to mention , ' , 'we all now have the apple watch ' , 'which make it easier to share tip . ' ]",0,0,0,0,0,0,0,0,0
1721,1721,25040,25041,review,"apple watch series 5 is excellent watch , give you better heart rating, do breathing excerise also i like it it and it also says it's time to stand up",5,"[ ' is excellent watch , ' , 'give you better heart rating , ' , 'do breathing excerise also i like it it ' , 'and it also say ' , 'it ' s time ' , 'to stand up ' ]",0,0,0,0,0,0,0,0,0
1722,1722,25051,25052,review,excellent replacement band! affordable and high quality with cute color choices. i have ordered several for my family members that have fitbit charge 2.,5,"[ 'excellent replacement band ! affordable and high quality with cute color choice . ' , ' i have ordered several for my family member ' , 'that have  . ' ]",0,0,0,0,1,0,0,1,0
1723,1723,25069,25070,review,"i purchased it for my wife. she really liked the watch, but we returned it for an apple watch since was not really designed to work with apple products.",5,"[ ' i purchased it for my wife . ' , 'she really liked the watch , ' , 'but we returned it for an apple watch since wa not really designed to work with apple product . ' ]",0,0,0,0,0,0,0,0,0
1724,1724,25530,25531,review,i always swore off the apple watch because of the price and the hassle. i finally bought one and i'm so glad i did. great watch with wonderful features!,5,"[ ' i always swore off the apple watch ' , 'because of the price and the hassle . ' , ' i finally bought one ' , `` and i 'm so glad '' , ' i did . great watch with wonderful feature ! ' ]",0,0,0,0,0,0,0,0,0
1725,1725,25574,25575,review,i came into best buy to pick up a new fitbit versa after my previous one started having screen issues and tearing. so far so great! i just love fitbits!,5,"[ ' i came into best buy ' , 'to pick up a new  ' , 'after my previous one started having screen issue ' , 'and tearing . ' , 'so far so great ! ' , ' i just love fitbits ! ' ]",0,0,0,0,0,0,0,0,0
1726,1726,25587,25588,review,"great video pack, excellent value, all videos are great length, i highly recommend for a pokémon collectors item lots of fun apple watch multiple times",5,"[ 'great video pack , excellent value , all video are great length , ' , ' i highly recommend for a pokémon collector item lot of fun apple watch multiple time ' ]",1,0,0,0,0,1,0,0,0
1727,1727,25648,25649,review,i just test this watch and it worth the price. it has more exercise options than apple watch. it lighter than apple watch and the battery life is great.,5,"[ ' i just test this watch ' , 'and it worth the price . ' , 'it ha more exercise option than apple watch . ' , 'it lighter than apple watch and the battery life is great . ' ]",0,0,0,0,0,1,0,1,0
1728,1728,25777,25778,review,"my apple watch is great. i like how it monitors my activities, prompts me to stand and breathe. the design is kool! istill have a lot to learn about it.",5,"[ 'my apple watch is great . ' , ' i like how it monitor my activity , prompt me to stand and breathe . ' , 'the design is kool ! ' , 'istill have a lot ' , 'to learn about it . ' ]",0,0,0,0,1,0,1,0,0
1729,1729,26153,26154,review,everything you'd expect from an apple product. great quality and easy to use. bought as a replacement / upgrade to my apple watch that was a series two.,5,"[ `` everything you 'd expect from an apple product . great quality and easy to use . bought a a replacement / upgrade to my apple watch '' , 'that wa a series two . ' ]",0,0,0,1,0,0,0,1,0
1731,1731,26850,26851,review,after i got my apple watch my wife loved it. so i had to get one for her too. she loves it. she probably uses more of the different functions than i do.,5,"[ 'after i got my apple watch my wife loved it . ' , 'so i had to get one for her too . ' , 'she love it . ' , 'she probably us more of the different function ' , 'than i do . ' ]",0,0,0,0,0,0,0,0,0
1732,1732,27000,27001,review,never thought i'd buy an apple watch but the price was right for the time and i got it and now i use it to track my activity and ensure i stay healthy,5,"[ 'never thought ' , ' i ' d buy an apple watch ' , 'but the price wa right for the time ' , 'and i got it ' , 'and now i use it ' , 'to track my activity and ensure ' , ' i stay healthy ' ]",0,0,0,0,0,1,1,0,0
1733,1733,27283,27284,review,i love everything about it. i was skeptical at first since this is my first apple watch. it's very easy to use and it's very useful on a everyday basis.,5,"[ ' i love everything about it . ' , ' i wa skeptical at first since this is my first apple watch . ' , `` it 's very easy to use '' , `` and it 's very useful on a everyday basis . '' ]",0,0,0,1,0,0,1,0,0
1734,1734,27556,27557,review,the nike apple watch series 5 is awesome. the nike hybrid watch face is very nice. i like the many apps including the ecg. i purchased it for $100 less.,5,"[ 'the nike  is awesome . ' , 'the nike hybrid watch face is very nice . i like the many apps ' , 'including the ecg . ' , ' i purchased it for $ 100 le . ' ]",0,0,0,0,0,0,0,0,0
1735,1735,27646,27647,review,my boyfriend is a repair tech so i didn't want to get him an apple watch. he absolutely loves this product and can't wait to see the new one coming out.,5,"[ 'my boyfriend is a repair tech ' , `` so i did n't want to get him an apple watch . `` , `` he absolutely love this product and ca n't wait '' , 'to see the new one coming out . ' ]",0,0,0,0,0,0,0,0,0
1736,1736,27655,27656,review,my wife has been in love with her apple watch ever since she got it. she loves that she is able to use the various fitness apps for different exercises.,5,"[ 'my wife ha been in love with her apple watch ever ' , 'since she got it . ' , 'she love ' , 'that she is able to use the various fitness apps for different exercise . ' ]",0,0,0,0,0,0,0,0,0
1737,1737,27804,27805,review,i upgraded from the first apple watch and i'm very pleased with my purchase! this is probably undoubtably the best smart watch on the market hands down.,5,"[ ' i upgraded from the first apple watch ' , `` and i 'm very pleased with my purchase ! this is probably undoubtably the best smart watch on the market hand down . '' ]",0,0,0,0,0,0,0,0,0
1738,1738,27823,27824,review,recently upgraded from an apple watch 1. love the battery life on the 5! i can do multiple workouts and still have battery life at the end of the night!,5,"[ 'recently upgraded from an apple watch 1 . ' , 'love the battery life on the 5 ! ' , ' i can do multiple workout ' , 'and still have battery life at the end of the night ! ' ]",0,0,0,0,0,0,0,1,0
1739,1739,28397,28398,review,"i purchased this plug to accompany an apple watch as a gift because it didn't come included with the watch. so far, so good - it works just as intended.",5,"[ ' i purchased this plug ' , 'to accompany an apple watch a a gift ' , `` because it did n't come included with the watch . `` , 'so far , so good - ' , 'it work just a intended . ' ]",0,0,0,0,0,0,0,0,0
1740,1740,28442,28443,review,"wanted to upgrade our daughter to an apple watch to communicate with her phone better but didn't want the huge price tag. this was the perfect option,",5,"[ 'wanted to upgrade our daughter to an apple watch to communicate with her phone better ' , 'but didn ' t want the huge price tag . ' , 'this wa the perfect option , ' ]",0,0,0,0,0,0,0,0,0
